Player Name	Pos.	Birthdate	Birthplace	Province	Country	Start	End	GP	G	A	Pts	PIM	Yrs.	Lati	Longi
Andrej Nedorost	C	04/30/1980	Trencin	 Slavakin	Slovakia	2001	2004	28	2	3	5	12	3		
Peter Smrek	D	02/16/1979	Martin	 Slovak	Slovakia	2000	2002	28	2	4	6	18	2		
Richard Zednik	L	01/06/1976	Banska Bystrica	 Slovakia	Slovakia	1995	2009	745	200	179	379	563	13		
Vladimir Orszagh	R	05/24/1977	Banska Bystrica	 Slovakia	Slovakia	1997	2006	289	54	65	119	194	7		
Michal Handzus	C	03/11/1977	Banska Bystrica	 Slovakia	Slovakia	1998	2013	950	180	286	466	482	14		
Tomas Surovy	L	09/24/1981	Banska Bystrica	 Slovakia	Slovakia	2002	2006	126	27	32	59	71	3		
Peter Budaj	G	09/18/1982	Banska Bystrica	 Slovakia	Slovakia	2005	2013	272	0	10	10	14	8		
Andrej Sekera	D	06/08/1986	Bojnice	 Slovakia	Slovakia	2006	2013	339	17	75	92	102	7		
Anton Stastny	F	08/05/1959	Bratislava	 Slovakia	Slovakia	1980	1989	650	252	384	636	150	9		
Peter Stastny	F	09/18/1956	Bratislava	 Slovakia	Slovakia	1980	1995	977	450	789	1239	824	15		
Marian Stastny	F	01/08/1953	Bratislava	 Slovakia	Slovakia	1981	1986	322	121	173	294	110	5		
Ladislav Karabin	L	02/16/1970	Bratislava	 Slovakia	Slovakia	1993	1994	9	0	0	0	2	1		
Stanislav Gron	L	10/28/1978	Bratislava	 Slovakia	Slovakia	2000	2001	1	0	0	0	0	1		
Jaroslav Halak	G	05/13/1985	Bratislava	 Slovakia	Slovakia	2006	2013	220	0	2	2	8	7		
Pavol Demitra	C	11/29/1974	Dubnica	 Slovakia	Slovakia	1993	2010	847	304	464	768	284	16		
Marcel Hossa	L	10/12/1981	Ilava	 Slovakia	Slovakia	2001	2008	237	31	30	61	106	6		
Tomas Kopecky	R	02/05/1982	Ilava	 Slovakia	Slovakia	2005	2013	465	62	92	154	261	8		
Ivan Baranka	D	05/19/1985	Ilava	 Slovakia	Slovakia	2007	2008	1	0	1	1	0	1		
Tomas Tatar	L	12/01/1990	Ilava	 Slovakia	Slovakia	2010	2013	27	5	3	8	4	2		
Lubos Bartecko	R	07/14/1976	Kezmarok	 Slovakia	Slovakia	1998	2003	257	46	65	111	107	5		
Radoslav Suchy	D	04/07/1976	Kezmarok	 Slovakia	Slovakia	1999	2006	451	14	57	71	104	6		
Robert Petrovicky	C	10/25/1973	Kosice	 Slovakia	Slovakia	1992	2001	208	27	38	65	118	8		
Jiri Bicek	L	12/03/1978	Kosice	 Slovakia	Slovakia	2000	2004	62	6	7	13	29	4		
Rastislav Stana	G	01/10/1980	Kosice	 Slovakia	Slovakia	2003	2004	6	0	0	0	0	1		
Marek Svatos	R	06/17/1982	Kosice	 Slovakia	Slovakia	2003	2011	344	100	72	172	217	7		
Ivan Ciernik	L	10/30/1977	Levice	 Slovakia	Slovakia	1997	2004	89	12	14	26	32	5		
Jergus Baca	D	01/04/1965	Liptovsky Mikulas	 Slovakia	Slovakia	1990	1992	10	0	2	2	14	2		
Ivan Droppa	D	02/01/1972	Liptovsky Mikulas	 Slovakia	Slovakia	1993	1996	19	0	1	1	14	2		
Martin Cibak	C	05/17/1980	Liptovsky Mikulas	 Slovakia	Slovakia	2001	2006	154	5	18	23	60	3		
Peter Sejna	L	10/05/1979	Liptovsky Mikulas	 Slovakia	Slovakia	2002	2007	49	7	4	11	12	4		
Milan Jurcina	D	06/07/1983	Liptovsky Mikulas	 Slovakia	Slovakia	2005	2012	430	22	59	81	280	7		
Zdeno Ciger	L	10/19/1969	Martin	 Slovakia	Slovakia	1990	2002	352	94	134	228	101	7		
Robert Svehla	D	01/02/1969	Martin	 Slovakia	Slovakia	1994	2003	655	68	267	335	649	9		
Richard Panik	R	02/07/1991	Martin	 Slovakia	Slovakia	2012	2013	25	5	4	9	4	1		
Kristian Kudroc	D	05/21/1981	Michalovce	 Slovakia	Slovakia	2000	2004	26	2	2	4	38	3		
Jozef Balej	W	02/22/1982	Myjava	 Slovakia	Slovakia	2003	2006	18	1	5	6	4	2		
Jozef Stumpel	C	07/20/1972	Nitra	 Slovakia	Slovakia	1991	2008	957	196	481	677	245	16		
Juraj Kolnik	R	11/13/1980	Nitra	 Slovakia	Slovakia	2000	2007	240	46	49	95	84	6		
Branislav Mezei	D	10/08/1980	Nitra	 Slovakia	Slovakia	2000	2008	240	5	19	24	311	7		
Stefan Ruzicka	R	02/17/1985	Nitra	 Slovakia	Slovakia	2005	2008	55	4	13	17	47	3		
Boris Valabik	D	02/14/1986	Nitra	 Slovakia	Slovakia	2007	2010	80	0	7	7	210	3		
Radoslav Hecl	D	11/10/1974	Partizanske	 Slovakia	Slovakia	2002	2003	14	0	0	0	2	1		
Branko Radivojevic	R	11/24/1980	Piestany	 Slovakia	Slovakia	2001	2008	393	52	68	120	252	6		
Peter Ihnacak	F	05/03/1957	Poprad	 Slovakia	Slovakia	1982	1990	417	102	165	267	175	8		
Andrej Meszaros	D	10/13/1985	Povazska Bystrica	 Slovakia	Slovakia	2005	2013	533	49	153	202	381	8		
Igor Liba	L	11/04/1960	Presov	 Slovakia	Slovakia	1988	1989	37	7	18	25	36	1		
Jaroslav Obsut	D	09/03/1976	Presov	 Slovakia	Slovakia	2000	2002	7	0	0	0	2	2		
Martin Strbak	D	01/15/1975	Presov	 Slovakia	Slovakia	2003	2004	49	5	11	16	46	1		
Vladimir Mihalik	D	01/29/1987	Presov	 Slovakia	Slovakia	2008	2010	15	0	3	3	8	2		
Ladislav Nagy	C	06/01/1979	Saca	 Slovakia	Slovakia	1999	2008	435	115	196	311	358	8		
Zigmund Palffy	R	05/05/1972	Skalica	 Slovakia	Slovakia	1993	2006	684	329	384	713	322	12		
Robert Dome	R	01/29/1979	Skalica	 Slovakia	Slovakia	1997	2003	53	7	7	14	12	3		
Miroslav Zalesak	C	01/02/1980	Skalica	 Slovakia	Slovakia	2002	2004	12	1	2	3	0	2		
Tomas Malec	D	05/13/1982	Skalica	 Slovakia	Slovakia	2002	2007	46	0	2	2	47	4		
Lubomir Vaic	C	03/06/1977	Spisska Nova Ves	 Slovakia	Slovakia	1997	2000	9	1	1	2	2	2		
Marian Hossa	R	01/12/1979	Stara Lubovna	 Slovakia	Slovakia	1997	2013	1018	434	501	935	544	15		
Miroslav Satan	L	10/22/1974	Topolcany	 Slovakia	Slovakia	1995	2010	1050	363	372	735	464	14		
Lubomir Visnovsky	D	08/11/1976	Topolcany	 Slovakia	Slovakia	2000	2013	806	120	344	464	355	12		
Milan Kytnar	C	05/19/1989	Topolcany	 Slovakia	Slovakia	2011	2012	1	0	0	0	0	1		
Zdeno Chara	D	03/18/1977	Trencin	 Slovakia	Slovakia	1997	2013	1055	144	334	478	1541	15		
Richard Lintner	D	11/15/1977	Trencin	 Slovakia	Slovakia	1999	2003	112	8	12	20	54	3		
Marian Gaborik	L	02/14/1982	Trencin	 Slovakia	Slovakia	2000	2013	769	336	338	674	404	12		
Milan Bartovic	W	04/09/1981	Trencin	 Slovakia	Slovakia	2002	2006	50	3	14	17	26	3		
Roman Tvrdon	L	01/29/1981	Trencin	 Slovakia	Slovakia	2003	2004	9	0	1	1	2	1		
Peter Olvecky	C	10/11/1985	Trencin	 Slovakia	Slovakia	2008	2010	32	2	5	7	12	2		
Mario Bliznak	C	03/06/1987	Trencin	 Slovakia	Slovakia	2009	2011	6	1	0	1	0	2		
Vaclav Nedorost	C	03/16/1982	Treninton	 Slovakia	Slovakia	2001	2004	99	10	10	20	34	3		
Ronald Petrovicky	R	02/15/1977	Zilina	 Slovakia	Slovakia	2000	2007	342	41	51	92	429	6		
Jozef Cierny	L	05/13/1974	Zvolen	 Slovakia	Slovakia	1993	1994	1	0	0	0	0	1		
Jan Lasak	G	04/10/1979	Zvolen	 Slovakia	Slovakia	2001	2003	6	0	0	0	2	2		
Anze Kopitar	C	08/24/1987	Jesenice	 Slovenia	Slovenia	2006	2013	522	173	303	476	150	7		
Jan Mursak	R	01/20/1988	Maribor	 Slovenia	Slovenia	2010	2013	46	2	2	4	8	3		
Olaf Kolzig	G	04/06/1970	Johannesburg	 South Afri	South Africa	1989	2009	719	0	17	17	107	17		
Jim Paek	D	04/07/1967	Seoul	 S. Korea	South Korea	1990	1995	217	5	29	34	155	5		
Richard Park	C	05/27/1976	Seoul	 South Korea	South Korea	1994	2012	738	102	139	241	266	14		
Christian Backman	D	04/28/1980	Alingsas	 Sweden	Sweden	2002	2009	302	23	56	79	182	6		
Johan Lindbom	R	07/08/1971	Alvesta	 Sweden	Sweden	1997	1998	38	1	3	4	28	1		
Samuel Pahlsson	C	12/17/1977	Ange	 Sweden	Sweden	2000	2012	798	68	131	199	356	11		
Kenny Jonsson	D	10/06/1974	Angelholm	 Sweden	Sweden	1994	2004	686	63	204	267	298	10		
Jorgen Jonsson	C	09/29/1972	Angelholm	 Sweden	Sweden	1999	2000	81	12	19	31	16	1		
Goran Hogosta	G	04/15/1954	Appelbo	 Sweden	Sweden	1977	1980	22	0	0	0	0	2		
Christer Olsson	D	07/24/1970	Arbiga	 Sweden	Sweden	1995	1997	56	4	12	16	24	2		
Henrik Lundqvist	G	03/02/1982	Are	 Sweden	Sweden	2005	2013	511	0	12	12	12	8		
Joel Lundqvist	C	03/02/1982	Are	 Sweden	Sweden	2006	2009	134	7	19	26	56	3		
Marcus Nilson	R	03/01/1978	Balsta	 Sweden	Sweden	1998	2008	521	67	101	168	270	9		
Niclas Wallin	D	02/20/1975	Boden	 Sweden	Sweden	2000	2011	614	21	58	79	460	10		
Peter Gustavsson	L	03/30/1958	Bollebydg	 Sweden	Sweden	1981	1982	2	0	0	0	0	1		
Anders Eriksson	D	01/09/1975	Bollnas	 Sweden	Sweden	1995	2010	572	22	154	176	242	13		
Lars Jonsson	D	01/02/1982	Borlange	 Sweden	Sweden	2006	2007	8	0	2	2	6	1		
Mattias Ritola	L	03/14/1987	Borlange	 Sweden	Sweden	2007	2012	43	4	5	9	17	4		
Mattias Ekholm	D	05/24/1990	Borlange	 Sweden	Sweden	2011	2013	3	0	0	0	0	2		
Mats Sundin	C	02/13/1971	Bromma	 Sweden	Sweden	1990	2009	1346	564	785	1349	1093	18		
Douglas Murray	D	03/12/1980	Bromma	 Sweden	Sweden	2005	2013	465	7	55	62	370	8		
Jacob Josefson	C	03/02/1991	Bromma	 Sweden	Sweden	2010	2013	91	6	16	22	14	3		
Mikael Lindholm	L	12/19/1964	Brynas	 Sweden	Sweden	1989	1990	18	2	2	4	2	1		
Fredrik Olausson	D	10/05/1966	Dadesjo	 Sweden	Sweden	1986	2003	1022	147	434	581	452	16		
Jonas Gustavsson	G	10/24/1984	Danderyd	 Sweden	Sweden	2009	2013	114	0	4	4	8	4		
Ulf Sterner	L	02/11/1941	Deje	 Sweden	Sweden	1964	1965	4	0	0	0	0	1		
Niklas Hjalmarsson	D	06/06/1987	Eksjo	 Sweden	Sweden	2007	2013	306	9	47	56	108	6		
Roger Melin	F	04/25/1956	Enkoping	 Sweden	Sweden	1980	1982	3	0	0	0	0	2		
Mats Hallin	L	03/19/1958	Eskilstuna	 Sweden	Sweden	1982	1987	152	17	14	31	193	5		
Ulf Samuelsson	D	03/26/1964	Fagersta	 Sweden	Sweden	1984	2000	1080	57	276	333	2453	16		
Per-Olov Brasar	L	09/30/1950	Falun	 Sweden	Sweden	1977	1982	348	64	142	206	33	5		
Lars-Erik Sjoberg	D	04/05/1944	Falun	 Sweden	Sweden	1979	1980	79	7	27	34	48	1		
Bengt Lundholm	F	08/04/1955	Falun	 Sweden	Sweden	1981	1986	275	48	95	143	72	5		
Tomas Jonsson	D	04/12/1960	Falun	 Sweden	Sweden	1981	1989	552	85	259	344	482	8		
Tomas Forslund	R	11/24/1968	Falun	 Sweden	Sweden	1991	1993	44	5	11	16	12	2		
Andreas Johansson	C	05/19/1973	Falun	 Sweden	Sweden	1995	2004	377	81	88	169	190	8		
Jonas Frogren	D	08/28/1980	Falun	 Sweden	Sweden	2008	2009	41	1	6	7	28	1		
Fredrik Sjostrom	R	05/06/1983	Fargelanda	 Sweden	Sweden	2003	2011	489	46	58	104	190	7		
Peter Andersson	D	03/02/1962	Federtalve	 Sweden	Sweden	1983	1986	172	10	41	51	81	3		
Tommy Westlund	R	02/27/1975	Fors	 Sweden	Sweden	1999	2003	203	9	13	22	48	4		
Ronnie Sundin	D	10/03/1970	Frolunda	 Sweden	Sweden	1997	1998	1	0	0	0	0	1		
Anders Carlsson	C	11/25/1960	Gavle	 Sweden	Sweden	1986	1989	104	7	26	33	34	3		
Kyosti Karjalainen	F	06/19/1967	Gavle	 Sweden	Sweden	1991	1992	28	1	8	9	12	1		
Andreas Dackell	R	12/29/1972	Gavle	 Sweden	Sweden	1996	2004	613	91	159	250	162	8		
Nicklas Backstrom	C	11/23/1987	Gavle	 Sweden	Sweden	2007	2013	413	109	306	415	204	6		
Anders Lindback	G	05/03/1988	Gavle	 Sweden	Sweden	2010	2013	62	0	2	2	0	3		
Jacob Markstrom	G	01/31/1990	Gavle	 Sweden	Sweden	2010	2013	31	0	0	0	0	3		
Jakob Silfverberg	L	10/13/1990	Gavle	 Sweden	Sweden	2011	2013	48	10	9	19	12	2		
Calle Johansson	D	02/14/1967	Goteborg	 Sweden	Sweden	1987	2004	1109	119	416	535	519	17		
Patrik Carnback	R	02/01/1968	Goteborg	 Sweden	Sweden	1992	1996	154	24	38	62	122	4		
Loui Eriksson	L	07/17/1985	Goteborg	 Sweden	Sweden	2006	2013	501	150	207	357	114	7		
Johan Witehall	R	01/07/1972	Gotenborg	 Sweden	Sweden	1998	2001	54	2	5	7	16	3		
Jorgen Pettersson	F	07/11/1956	Gothenburg	 Sweden	Sweden	1980	1986	435	174	192	366	117	6		
Daniel Alfredsson	R	12/11/1972	Gothenburg	 Sweden	Sweden	1995	2013	1178	426	682	1108	500	17		
Carl Klingberg	L	01/28/1991	Gothenburg	 Sweden	Sweden	2010	2012	7	0	0	0	4	2		
Willy Lindstrom	R	05/05/1951	Grums	 Sweden	Sweden	1979	1987	582	161	162	323	200	8		
Gustav Nyquist	L	09/01/1989	Halmstad	 Sweden	Sweden	2011	2013	40	4	9	13	8	2		
Leif Svensson	D	07/08/1951	Harnosand	 Sweden	Sweden	1978	1980	121	6	40	46	49	2		
Jonas Bergqvist	R	09/26/1962	Hassleholm	 Sweden	Sweden	1989	1990	22	2	5	7	10	1		
Andreas Lilja	D	07/13/1975	Helsingborg	 Sweden	Sweden	2000	2013	580	16	71	87	563	12		
Patrik Juhlin	L	04/24/1970	Huddinge	 Sweden	Sweden	1994	1996	56	7	6	13	23	2		
Mika Zibanejad	C	04/18/1993	Huddinge	 Sweden	Sweden	2011	2013	51	7	14	21	8	2		
Staffan Kronwall	D	09/10/1983	Jarfalla	 Sweden	Sweden	2005	2010	66	1	3	4	23	4		
Hans Jonsson	D	08/02/1973	Jarved	 Sweden	Sweden	1999	2003	242	10	38	48	92	4		
Johan Davidsson	C	01/06/1976	Jonkoping	 Sweden	Sweden	1998	2000	83	6	9	15	16	2		
Jonas Johansson	R	03/18/1984	Jonkoping	 Sweden	Sweden	2005	2006	1	0	0	0	2	1		
Bjorn Melin	L	07/04/1981	Jonkoping	 Sweden	Sweden	2006	2007	3	1	0	1	0	1		
David Ullstrom	C	04/22/1989	Jonkoping	 Sweden	Sweden	2011	2013	49	6	7	13	12	2		
Fabian Brunnstrom	L	02/06/1985	Jonstorp	 Sweden	Sweden	2008	2012	104	19	22	41	22	3		
Anders Eldebrink	D	12/11/1960	Kalix	 Sweden	Sweden	1981	1983	55	3	11	14	29	2		
Jonas Ronnqvist	L	08/22/1973	Kalix	 Sweden	Sweden	2000	2001	38	0	4	4	14	1		
Viktor Fasth	G	08/08/1982	Kalix	 Sweden	Sweden	2012	2013	25	0	0	0	0	1		
Johan Motin	D	10/10/1989	Kariskoga	 Sweden	Sweden	2009	2010	1	0	0	0	0	1		
Bengt Gustafsson	F	03/23/1958	Karlskoga	 Sweden	Sweden	1979	1989	629	196	359	555	196	9		
Jonathan Ericsson	D	03/02/1984	Karlskrona	 Sweden	Sweden	2007	2013	277	13	44	57	226	6		
Peter Loob	D	07/23/1957	Karlstad	 Sweden	Sweden	1984	1985	8	1	2	3	0	1		
Jonas Hoglund	L	08/29/1972	Karlstad	 Sweden	Sweden	1996	2003	545	117	145	262	112	7		
Magnus Arvedson	L	11/25/1971	Karlstad	 Sweden	Sweden	1997	2004	434	100	125	225	241	7		
Jonas Brodin	D	07/12/1993	Karlstad	 Sweden	Sweden	2012	2013	45	2	9	11	10	1		
Borje Salming	D	04/17/1951	Kiruna	 Sweden	Sweden	1973	1990	1148	150	637	787	1344	17		
Daniel Bang	R	04/19/1987	Kista	 Sweden	Sweden	2012	2013	8	0	2	2	0	1		
Peter Popovic	D	02/10/1968	Koping	 Sweden	Sweden	1993	2001	485	10	63	73	291	8		
Peter Eriksson	L	07/12/1965	Kramfors	 Sweden	Sweden	1989	1990	20	3	3	6	24	1		
Andreas Thuresson	R	11/18/1987	Kristianstad	 Sweden	Sweden	2009	2011	25	1	2	3	6	2		
Niklas Andersson	L	05/20/1971	Kungalv	 Sweden	Sweden	1992	2001	164	29	53	82	85	6		
P.J. Axelsson	L	02/26/1975	Kungalv	 Sweden	Sweden	1997	2009	797	103	184	287	276	11		
Erik Gustafsson	D	12/15/1988	Kvissleby	 Sweden	Sweden	2010	2013	60	4	9	13	8	3		
Marcus Johansson	C	10/06/1990	Landskrona	 Sweden	Sweden	2010	2013	183	33	62	95	22	3		
Erik Karlsson	D	05/31/1990	Lansbro	 Sweden	Sweden	2009	2013	233	43	120	163	124	4		
Johan Larsson	R	07/25/1992	Lau	 Sweden	Sweden	2012	2013	1	0	0	0	0	1		
Dan Labraaten	L	09/05/1951	Leksand	 Sweden	Sweden	1978	1982	268	71	73	144	47	4		
Thommy Abrahamsson	D	04/12/1947	Leksand	 Sweden	Sweden	1980	1981	32	6	11	17	16	1		
Stefan Bergkvist	D	03/10/1975	Leksand	 Sweden	Sweden	1995	1997	7	0	0	0	9	2		
Johan Hedberg	G	05/05/1973	Leksand	 Sweden	Sweden	2000	2013	373	0	10	10	96	12		
Jonas Nordquist	C	04/26/1982	Leksand	 Sweden	Sweden	2006	2007	3	0	2	2	2	1		
Magnus Johansson	D	09/04/1973	Linkoping	 Sweden	Sweden	2007	2008	45	0	14	14	18	1		
Jonas Junland	D	11/15/1987	Linkoping	 Sweden	Sweden	2008	2010	4	0	2	2	2	2		
Roger Johansson	D	04/17/1967	Ljungby	 Sweden	Sweden	1989	1995	161	9	34	43	163	4		
Mattias Weinhandl	R	06/01/1980	Ljunjby	 Sweden	Sweden	2002	2007	182	19	37	56	70	4		
Anders Kallur	F	07/06/1952	Ludvika	 Sweden	Sweden	1979	1985	383	101	110	211	149	6		
Andreas Karlsson	C	08/19/1975	Ludvika	 Sweden	Sweden	1999	2008	264	16	35	51	72	5		
Robert Nordmark	D	08/20/1962	Lulea	 Sweden	Sweden	1987	1991	236	13	70	83	254	4		
Anders Nilsson	G	03/19/1990	Lulea	 Sweden	Sweden	2011	2012	4	0	0	0	0	1		
David Rundblad	D	10/08/1990	Lycksele	 Sweden	Sweden	2011	2013	38	1	7	8	6	2		
Mikael Andersson	R	05/10/1966	Malmo	 Sweden	Sweden	1985	2000	761	95	169	264	134	15		
Robert Burakovsky	R	11/24/1966	Malmo	 Sweden	Sweden	1993	1994	23	2	3	5	6	1		
Kim Johnsson	D	03/16/1976	Malmo	 Sweden	Sweden	1999	2010	739	67	217	284	406	10		
Cristopher Nilstorp	G	02/16/1984	Malmo	 Sweden	Sweden	2012	2013	5	0	0	0	0	1		
Carl Soderberg	C	10/12/1985	Malmo	 Sweden	Sweden	2012	2013	6	0	2	2	6	1		
Mikael Samuelsson	R	12/23/1976	Mariefred	 Sweden	Sweden	2000	2013	673	148	195	343	364	12		
Robin Lehner	G	07/24/1991	Molndal	 Sweden	Sweden	2010	2013	25	0	0	0	2	3		
Par Djoos	D	05/11/1968	Mora	 Sweden	Sweden	1990	1993	82	2	31	33	58	3		
Joakim Andersson	C	02/05/1989	Munkedal	 Sweden	Sweden	2011	2013	43	3	5	8	8	2		
Thommie Bergman	D	12/10/1947	Munkfors	 Sweden	Sweden	1972	1980	246	21	44	65	243	6		
Anders Hakansson	F	04/27/1956	Munkfors	 Sweden	Sweden	1981	1986	330	52	46	98	141	5		
Peter Nordstrom	L	07/26/1974	Munkfors	 Sweden	Sweden	1998	1999	2	0	0	0	0	1		
Henrik Zetterberg	L	10/09/1980	Njurunda	 Sweden	Sweden	2002	2013	714	263	409	672	289	10		
Tobias Enstrom	D	11/05/1984	Nordingra	 Sweden	Sweden	2007	2013	402	36	183	219	224	6		
Ulf Isaksson	L	03/19/1954	Norfunda	 Sweden	Sweden	1982	1983	50	7	15	22	10	1		
Magnus Paajarvi-Svensson	L	04/12/1991	Norrkoping	 Sweden	Sweden	2010	2013	163	26	32	58	34	3		
Anders Steen	F	04/28/1955	Nykoping	 Sweden	Sweden	1980	1981	42	5	11	16	22	1		
Ulf Nilsson	C	05/11/1950	Nynashamn	 Sweden	Sweden	1978	1983	170	57	112	169	85	4		
Kent Nilsson	F	08/31/1956	Nynashamn	 Sweden	Sweden	1979	1995	553	264	422	686	116	9		
Andre Petersson	R	09/11/1990	Olofstrom	 Sweden	Sweden	2011	2012	1	0	0	0	0	1		
Bjorn Johansson	D	01/15/1956	Orebro	 Sweden	Sweden	1976	1978	15	1	1	2	10	2		
Kent-Erik Andersson	R	05/24/1951	Orebro	 Sweden	Sweden	1977	1984	456	72	103	175	78	7		
Peter Andersson	D	08/29/1965	Orebro	 Sweden	Sweden	1992	1994	47	6	13	19	20	2		
Christian Berglund	C	03/12/1980	Orebro	 Sweden	Sweden	2001	2004	86	11	16	27	42	3		
Carl Gunnarsson	D	11/09/1986	Orebro	 Sweden	Sweden	2009	2013	224	12	57	69	58	4		
Anders Hedberg	R	02/25/1951	Ornskoldsvik	 Sweden	Sweden	1978	1985	465	172	226	398	144	7		
Lars Molin	F	05/07/1956	Ornskoldsvik	 Sweden	Sweden	1981	1984	172	33	65	98	37	3		
Markus Naslund	L	07/30/1973	Ornskoldsvik	 Sweden	Sweden	1993	2009	1117	395	474	869	736	15		
Peter Forsberg	C	07/20/1973	Ornskoldsvik	 Sweden	Sweden	1994	2011	708	249	636	885	690	14		
Niklas Sundstrom	R	06/06/1975	Ornskoldsvik	 Sweden	Sweden	1995	2006	750	117	232	349	256	10		
Daniel Sedin	L	09/26/1980	Ornskoldsvik	 Sweden	Sweden	2000	2013	906	291	467	758	382	12		
Henrik Sedin	C	09/26/1980	Ornskoldsvik	 Sweden	Sweden	2000	2013	940	182	610	792	534	12		
Andreas Salomonsson	L	12/19/1973	Ornskoldsvik	 Sweden	Sweden	2001	2003	71	5	9	14	36	2		
Pierre Hedin	D	02/19/1978	Ornskoldsvik	 Sweden	Sweden	2003	2004	3	0	1	1	0	1		
Niklas Nordgren	L	06/28/1979	Ornskoldsvik	 Sweden	Sweden	2005	2006	58	4	2	6	34	1		
Victor Hedman	D	12/18/1990	Ornskoldsvik	 Sweden	Sweden	2009	2013	258	16	73	89	245	4		
Per Gustafsson	D	06/04/1970	Oskarshamn	 Sweden	Sweden	1996	1998	89	8	27	35	38	2		
Kristian Huselius	L	11/10/1978	Osterhaninge	 Sweden	Sweden	2001	2012	662	190	261	451	256	10		
Ulf Dahlen	R	01/12/1967	Ostersund	 Sweden	Sweden	1987	2003	966	301	354	655	230	14		
Ricard Persson	D	08/24/1969	Ostersund	 Sweden	Sweden	1995	2002	229	10	44	54	262	7		
Alexander Edler	D	04/21/1986	Ostersund	 Sweden	Sweden	2006	2013	431	51	155	206	237	7		
Marcus Ragnarsson	D	08/13/1971	Ostervala	 Sweden	Sweden	1995	2004	632	37	140	177	482	9		
Filip Forsberg	C	08/13/1994	Ostervala	 Sweden	Sweden	2012	2013	5	0	1	1	0	1		
Johan Harju	L	05/15/1986	Overtarnea	 Sweden	Sweden	2010	2011	10	1	2	3	2	1		
Linus Omark	W	02/05/1987	Overtornea	 Sweden	Sweden	2010	2012	65	8	22	30	34	2		
Lars Lindgren	D	10/13/1952	Pitea	 Sweden	Sweden	1978	1984	394	25	113	138	325	6		
Mikael Renberg	R	05/05/1972	Pitea	 Sweden	Sweden	1993	2004	661	190	274	464	372	10		
Tomas Holmstrom	L	01/23/1973	Pitea	 Sweden	Sweden	1996	2012	1026	243	287	530	769	15		
Mattias Ohlund	D	09/09/1976	Pitea	 Sweden	Sweden	1997	2011	909	93	250	343	885	13		
Erik Ersberg	G	03/08/1982	Sala	 Sweden	Sweden	2007	2010	53	0	0	0	2	3		
Bo Berglund	F	04/06/1955	Sjavelad	 Sweden	Sweden	1983	1986	130	28	39	67	40	3		
Mats Lindgren	C	10/01/1974	Skalleftea	 Sweden	Sweden	1996	2003	387	54	74	128	146	7		
Johan Backlund	G	07/24/1981	Skeleftea	 Sweden	Sweden	2009	2010	1	0	0	0	0	1		
Hardy Astrom	G	03/29/1951	Skelleftea	 Sweden	Sweden	1977	1981	83	0	1	1	8	3		
Patrik Sundstrom	F	12/14/1961	Skelleftea	 Sweden	Sweden	1982	1992	679	219	369	588	349	10		
Peter Sundstrom	F	12/14/1961	Skelleftea	 Sweden	Sweden	1983	1990	338	61	84	145	122	6		
Jan Erixon	L	07/08/1962	Skelleftea	 Sweden	Sweden	1983	1993	556	57	159	216	167	10		
Jonathan Hedstrom	L	12/27/1977	Skelleftea	 Sweden	Sweden	2002	2006	83	13	14	27	48	2		
Joakim Lindstrom	L	12/05/1983	Skelleftea	 Sweden	Sweden	2005	2012	97	15	18	33	46	5		
Adam Larsson	D	11/12/1992	Skelleftea	 Sweden	Sweden	2011	2013	102	2	22	24	32	2		
Hakan Loob	F	07/03/1960	Slite	 Sweden	Sweden	1983	1989	450	193	236	429	189	6		
Bert Robertsson	D	06/30/1974	Sodertalje	 Sweden	Sweden	1997	2001	123	4	10	14	75	4		
Nicklas Bergfors	R	03/07/1987	Sodertalje	 Sweden	Sweden	2007	2012	173	35	48	83	20	5		
Tom Wandell	C	01/29/1987	Sodertalje	 Sweden	Sweden	2008	2013	229	20	23	43	52	5		
Carl Hagelin	L	08/23/1988	Sodertalje	 Sweden	Sweden	2011	2013	112	24	38	62	42	2		
Fredrik Bremberg	R	06/21/1973	Sodervalie	 Sweden	Sweden	1998	1999	8	0	0	0	2	1		
Thomas Gradin	F	02/18/1956	Solleftea	 Sweden	Sweden	1978	1987	677	209	384	593	298	9		
Mattias Timander	D	04/16/1974	Solleftea	 Sweden	Sweden	1996	2004	419	13	57	70	165	8		
Per Svartvadet	R	05/17/1975	Solleftea	 Sweden	Sweden	1999	2003	247	17	34	51	58	4		
Patric Hornqvist	R	01/01/1987	Sollentuna	 Sweden	Sweden	2008	2013	287	84	79	163	145	5		
Rickard Rakell	C	05/05/1993	Sollentuna	 Sweden	Sweden	2012	2013	4	0	0	0	0	1		
Bob Nystrom	R	10/10/1952	Stockholm	 Sweden	Sweden	1972	1986	900	235	278	513	1248	14		
Rolf Edberg	C	09/29/1950	Stockholm	 Sweden	Sweden	1978	1981	184	45	58	103	24	3		
Peter Wallin	R	04/30/1957	Stockholm	 Sweden	Sweden	1980	1982	52	3	14	17	14	2		
Thomas Eriksson	D	10/16/1959	Stockholm	 Sweden	Sweden	1980	1986	208	22	76	98	107	5		
Pelle Lindbergh	G	05/24/1959	Stockholm	 Sweden	Sweden	1981	1986	157	0	5	5	10	5		
Peter Helander	D	12/04/1951	Stockholm	 Sweden	Sweden	1982	1983	7	0	1	1	0	1		
